2015-06-23 22:26:43,DA0D8AD6-70F8-4A8B-B804-5E57A4B78901,8.3,"iPhone7,2",,,1
2015-06-23 21:47:06,77380672-6244-4E03-9625-11D3C067CDE0,8.3,"iPad3,3",,,2
2015-06-23 21:43:50,30EFE1A9-4AD1-40BA-97E0-526370BD4156,8.3,"iPhone7,1",,,1
2015-06-23 21:27:54,D6A4DABE-4E47-4EFA-A3F1-946AFF14D0A0,8.3,"iPhone7,2",,,1
2015-06-23 21:15:22,DD53DB9E-83AF-4C95-8F28-17EFB66F6C00,8.3,"iPhone6,2",,,1
2015-06-23 21:12:24,D6A4DABE-4E47-4EFA-A3F1-946AFF14D0A0,8.3,"iPhone7,2",,,1
2015-06-23 20:53:11,3500B6D5-D47A-412C-9B90-0DFA60276D9B,8.3,"iPhone7,2",,,1
2015-06-23 20:51:35,1935c0bc-8cc5-4576-bed5-cfb3737e77f3,5.0.1,"jfltexx,GT-I9505,samsung",,dd347d41-7686-4979-a233-caa78155b14a,3
2015-06-23 20:49:12,E80F6720-25B3-46F5-A391-554C368A5849,8.3,"iPad2,1",,,2
2015-06-23 20:40:21,957DA8C1-42FB-4A68-9D41-84A59E1884B9,8.3,"iPhone5,2",,,1
2015-06-23 20:33:49,FED298A1-D3AA-47BB-83A3-D29FB2BA86C9,8.3,"iPhone7,2",,,1
2015-06-23 20:31:47,D0E433CB-A2BA-4414-BAA4-9491D9D90C9A,8.3,"iPhone6,2",,,1
2015-06-23 20:29:40,FB026F6C-6F11-4FC8-8AF3-A34465526AA1,8.3,"iPad2,7",,,2
2015-06-23 20:28:08,AADAA3ED-5063-4C67-A1A2-2A83416D38C1,8.3,"iPhone4,1",,,1
2015-06-23 20:22:30,EDF96F2F-177A-425C-A36E-25CED463D4FC,8.3,"iPhone7,2",,,1
2015-06-23 20:17:37,05E9C64A-CF51-4031-AE1B-8E99C99614A6,7.1.2,"iPad2,1",,,2
2015-06-23 20:10:08,11AF9287-65B6-4DEB-A29C-683D808FF133,8.3,"iPhone7,2",,,1
2015-06-23 20:07:02,8DB04F79-06EC-41B0-B56E-5A64A0989345,8.3,"iPhone4,1",,,1
2015-06-23 20:05:26,BB82332A-727E-414C-B653-4BAC248519FB,8.3,"iPhone6,2",,,1
2015-06-23 19:59:37,9F03966A-4DF7-4050-9D09-074383E5A7C0,8.3,"iPad3,3",,,2
2015-06-23 19:57:27,3B9D3A88-B60D-481B-AB0B-75F3B6381A42,8.3,"iPhone7,2",,,1
2015-06-23 19:57:11,0CEF29D7-6A5E-49F0-BE10-9E3BCE08F95E,8.3,"iPhone7,2",,,1
2015-06-23 19:50:57,733686BB-FE1F-48AB-A21F-EB2977A7642B,8.3,"iPhone5,2",,,1
2015-06-23 19:43:56,FAF4C633-91FA-4277-9D65-AC8D243C5BD2,8.3,"iPhone4,1",,,1
2015-06-23 19:43:56,FAF4C633-91FA-4277-9D65-AC8D243C5BD2,8.3,"iPhone4,1",,,1
2015-06-23 19:42:24,faa52a35-1f96-4be5-9146-d2ab8c134c0e,4.4.2,"serranoltexx,GT-I9195,samsung",,34384037-0bb2-46ce-8299-092daffaf3da,3
2015-06-23 19:27:36,826307A6-5EA6-46F9-A011-B1F4AA9064E0,8.3,"iPhone4,1",,,1
2015-06-23 19:24:57,0A5A286C-A614-443E-A7FF-EA3E5DF29645,8.3,"iPhone7,2",,,1
2015-06-23 19:24:37,20624C00-BDB0-4DBF-A3E7-3929AEE2B50D,8.3,"iPhone6,2",,,1
2015-06-23 19:23:56,4eefc158-74ed-4840-8504-d9217cb2dbc2,5.0.1,"jfltexx,GT-I9505,samsung",,a1869fdc-a2f3-45a3-937a-49f1694952bf,3
2015-06-23 19:13:30,ec6e7c59-576b-41b3-8d42-a5fc936cbc26,5.0.1,"vodafone_uk,HTC One_M8,HTC",,1f9d2718-f797-406e-9e2e-20f470ad4130,3
2015-06-23 19:12:14,319BCD89-A6AB-4A00-8BFF-09268D51157D,8.3,"iPhone7,2",,,1
2015-06-23 19:06:52,426FF612-BB7C-4EE3-8F3B-A24C182FCAD4,8.3,"iPhone6,2",,,1
2015-06-23 19:06:19,0fc0fcb0-cc5a-482e-b7a6-2ae92470a7e0,4.3,"m0xx,GT-I9300,samsung",,dc455bca-ef88-4757-8637-2693488e8f22,3
2015-06-23 19:05:44,8183fda4-a193-4337-bb99-d58de4ba0ef5,5.0.2,"bacon,A0001,OnePlus",,6257f8e5-7a16-400c-914c-b2e8e5127ac5,3
2015-06-23 19:05:29,a3082e03-1aa5-46ff-b54c-b81490d4a1ba,5.0.1,"jfltexx,GT-I9505,samsung",,381e96ec-f19d-4f84-ae22-065980f39a6c,3
2015-06-23 19:05:27,B295F836-5CAC-4636-B64D-4AB4EB530A7D,8.3,"iPhone6,2",,,1
2015-06-23 19:01:31,49081AE6-99C6-41E5-AC30-8F5C3637BF71,8.3,"iPhone7,2",,,1
2015-06-23 19:01:14,30e890b6-1158-4a83-a433-82776fe8dc38,5.0,"kltexx,SM-G900F,samsung",,9ef0e1b6-d40e-4aa7-a22f-ebba8cf0543b,3
2015-06-23 18:59:35,FED298A1-D3AA-47BB-83A3-D29FB2BA86C9,8.3,"iPhone7,2",,,1
2015-06-23 18:59:21,C16E5733-13D3-421F-A029-71C50CE7B3D7,8.3,"iPhone6,2",,,1
2015-06-23 18:56:23,6CACEEC0-3260-446A-B8FE-09E24855CC05,7.1.1,"iPhone6,2",,,1
2015-06-23 18:51:58,197814D8-49D0-4FAE-B6FB-1096221A4F6A,8.3,"iPad4,2",,,2
