2015-06-10 22:19:37,09D9C7D0-3E5D-44A1-B992-FD5F0512427E,8.1.3,"iPhone7,2",,,1
2015-06-10 21:55:12,AFA6DD1F-4FEA-4B85-8E0D-E307A9AD8F97,7.1.2,"iPhone6,2",,,1
2015-06-10 21:33:52,64E9DD8D-C102-4063-8E1E-0C86C0B21E93,8.3,"iPhone6,2",,,1
2015-06-10 21:32:09,3c4efd34-6580-4df9-a758-02053be79a97,4.2.1,"yakjuux,Galaxy Nexus,samsung",,b19aaf8f-4c1b-4a16-9d13-87d48d341139,3
2015-06-10 21:24:36,FC0193AD-EF84-4D1D-8CA0-7E4B3BCD381C,8.3,"iPad4,4",,,2
2015-06-10 20:42:32,9D758476-7D4F-4585-96A2-FC29D58F4C8D,8.3,"iPhone6,2",,,1
2015-06-10 20:33:02,FF4D1386-284F-4681-913C-5716DA8D0895,8.3,"iPhone7,2",,,1
2015-06-10 19:25:47,7A158D3C-563B-4E46-97D9-299AB4F1C90C,8.3,"iPhone7,2",,,1
2015-06-10 17:44:01,49BE7CC4-317E-4C48-92A9-B0F24AF29178,8.3,"iPhone7,1",,,1
2015-06-10 17:02:56,6ee5fd99-15eb-4ec3-88a5-3b5e6e79f4f0,4.4.2,"serranoltexx,GT-I9195,samsung",,9ef07beb-fcd5-4c5a-bfe0-29c1dd00f5b9,3
2015-06-10 16:55:11,78225322-A029-41B3-A4E5-16B7FED85AB5,8.0.2,"iPhone6,1",,,1
2015-06-10 16:39:27,B655286A-9806-4940-B964-620E35B68704,8.3,"iPad3,4",,,2
2015-06-10 16:32:04,D5F8DD3F-5CA8-42BF-9EFE-6679789089F8,8.3,"iPad3,6",,,2
2015-06-10 15:41:40,E19B20D8-AC0D-42CC-A3ED-F864FFD0F299,8.2,"iPad4,4",,,2
2015-06-10 15:35:52,03940b70-d11e-467c-a958-8b07274860b0,4.4.4,"ghost_sprint,XT1056,motorola",,6a570676-d62d-4f2d-bad9-d857e9b4e7f5,3
2015-06-10 15:35:37,BF334F12-3F81-40B9-9710-15AA12BC6563,8.1.2,"iPhone7,2",,,1
2015-06-10 15:34:35,71F5FF97-FC13-4759-A660-4C9891767FF5,8.2,"iPhone5,3",,,1
2015-06-10 15:24:22,739FE5EA-FD41-4974-840C-F55329837049,8.3,"iPhone7,2",,,1
2015-06-10 15:24:05,AFA6DD1F-4FEA-4B85-8E0D-E307A9AD8F97,7.1.2,"iPhone6,2",,,1
2015-06-10 15:19:52,97F23AEC-665F-4793-BCF8-A48DCCE59892,8.3,"iPhone6,2",,,1
2015-06-10 15:16:53,F03C3383-A046-4AF0-ACEC-BA2B3B47E040,8.3,"iPhone7,2",,,1
2015-06-10 15:04:45,81E941C6-E4C2-438C-8397-4EB02E30DB8B,8.3,"iPhone7,2",,,1
2015-06-10 15:01:56,54EDE2FE-C8D3-41D2-8D08-A0FDC369ED5C,7.1.1,"iPad4,1",,,2
2015-06-10 14:58:43,8b1587fd-c5de-4317-aea2-154346060b74,4.4.2,"e7lte_att_us,LG-V410,LGE",,9852e9c7-8042-417f-ba67-dca77b94ace0,3
2015-06-10 14:56:21,70634B31-EFE3-4ABD-BF44-6BA0842F79A6,7.0.3,"iPhone5,3",,,1
2015-06-10 14:55:07,49BE7CC4-317E-4C48-92A9-B0F24AF29178,8.3,"iPhone7,1",,,1
2015-06-10 14:55:02,739FE5EA-FD41-4974-840C-F55329837049,8.3,"iPhone7,2",,,1
2015-06-10 14:54:53,45D2C1EF-40CE-436F-B36B-421879C2114A,8.3,"iPhone5,2",,,1
2015-06-10 14:53:12,255A6D4F-FDFE-4A3F-BB75-C4E41C672D27,8.3,"iPad5,4",,,2
2015-06-10 14:37:34,71F5FF97-FC13-4759-A660-4C9891767FF5,8.2,"iPhone5,3",,,1
2015-06-10 14:34:24,572505ee-6195-48a2-be5f-fc6a1d7ee4ad,4.4.4,"trltetmo,SM-N910T,samsung",,7977048b-3df2-4a94-b67a-79c1136b00ed,3
2015-06-10 14:34:06,34FE550E-E06B-4E7B-AF0A-381777601AA3,8.1.2,"iPad5,3",,,2
